dstMac,srcMac,IPType,version,header length,type of service,total length,header identification,others and fragment offset,time to live,type of protocol,header checksum,src IP address,dst IP address
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,15788,172.30.3.167,172.217.160.109
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,1378,7849,0,64,17,22998,172.30.3.167,172.217.160.109
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,49807,172.30.3.167,172.217.27.138
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,15788,172.30.3.167,172.217.160.109
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,15823,172.30.3.167,172.217.160.74
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,33271,0,255,17,56772,172.30.3.167,172.30.0.1
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,190,3103,16384,64,17,53803,172.30.0.1,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,47141,172.30.3.167,52.114.158.91
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,52,0,16384,98,6,38449,52.114.158.91,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,40,0,16384,64,6,47165,172.30.3.167,52.114.158.91
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,2,557,0,16384,64,6,46646,172.30.3.167,52.114.158.91
01:00:5e:00:00:fb,f0:18:98:50:8d:e9,0800,4,5,0,455,2011,0,255,17,8586,172.30.3.167,224.0.0.251
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,1378,44661,0,64,17,51721,172.30.3.167,172.217.160.109
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,15788,172.30.3.167,172.217.160.109
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,98,6,37181,52.114.158.91,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,98,6,37180,52.114.158.91,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,2,16384,98,6,37179,52.114.158.91,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,3,16384,98,6,37178,52.114.158.91,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1192,4,16384,98,6,37305,52.114.158.91,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,40,0,16384,64,6,47165,172.30.3.167,52.114.158.91
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,40,0,16384,64,6,47165,172.30.3.167,52.114.158.91
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,40,0,16384,64,6,47165,172.30.3.167,52.114.158.91
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,40,0,16384,64,6,47165,172.30.3.167,52.114.158.91
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,2,198,0,16384,64,6,47005,172.30.3.167,52.114.158.91
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,32,39001,0,64,17,34447,172.30.3.167,172.30.0.1
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,192,60,21572,0,64,1,51672,172.30.0.1,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,91,0,16384,98,6,38410,52.114.158.91,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,40,0,16384,64,6,47165,172.30.3.167,52.114.158.91
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,2,667,0,16384,64,6,46536,172.30.3.167,52.114.158.91
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,32,35189,0,64,17,38259,172.30.3.167,172.30.0.1
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,192,60,21873,0,64,1,51371,172.30.0.1,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,8585,172.30.3.167,101.6.4.100
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,94,0,16384,98,6,38407,52.114.158.91,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,40,0,16384,64,6,47165,172.30.3.167,52.114.158.91
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,2,1340,0,16384,64,6,45863,172.30.3.167,52.114.158.91
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,2,1340,0,16384,64,6,45863,172.30.3.167,52.114.158.91
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,2,1340,0,16384,64,6,45863,172.30.3.167,52.114.158.91
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,2,887,0,16384,64,6,46316,172.30.3.167,52.114.158.91
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,15788,172.30.3.167,172.217.160.109
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,40,0,16384,98,6,38461,52.114.158.91,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,467,0,16384,98,6,38034,52.114.158.91,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,40,0,16384,64,6,47165,172.30.3.167,52.114.158.91
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,60,0,16384,34,6,23742,23.52.53.5,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,40,0,16384,64,6,16082,172.30.3.167,23.52.53.5
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,15788,172.30.3.167,172.217.160.109
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,15823,172.30.3.167,172.217.160.74
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,32,32434,0,64,17,41014,172.30.3.167,172.30.0.1
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,192,60,26055,0,64,1,47189,172.30.0.1,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,49807,172.30.3.167,172.217.27.138
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,32,11764,0,64,17,61684,172.30.3.167,172.30.0.1
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,192,60,26437,0,64,1,46807,172.30.0.1,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,49807,172.30.3.167,172.217.27.138
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,15788,172.30.3.167,172.217.160.109
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,60051,172.30.3.167,216.58.200.36
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,60051,172.30.3.167,216.58.200.36
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,60051,172.30.3.167,216.58.200.36
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,60051,172.30.3.167,216.58.200.36
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,8585,172.30.3.167,101.6.4.100
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,73,18701,0,64,17,54706,172.30.3.167,172.30.0.1
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,89,11501,16384,64,17,45506,172.30.0.1,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,37825,172.30.3.167,203.208.43.97
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,60,0,16384,107,6,26821,203.208.43.97,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,37837,172.30.3.167,203.208.43.97
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,72,11923,0,255,17,12589,172.30.3.167,172.30.0.1
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,15823,172.30.3.167,172.217.160.74
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,132,11893,16384,64,17,45071,172.30.0.1,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,569,0,16384,64,6,37320,172.30.3.167,203.208.43.97
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,52,0,16384,107,6,26829,203.208.43.97,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,107,6,25561,203.208.43.97,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,107,6,25560,203.208.43.97,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,343,2,16384,107,6,26536,203.208.43.97,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,142,0,16384,107,6,26739,203.208.43.97,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,37837,172.30.3.167,203.208.43.97
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,37837,172.30.3.167,203.208.43.97
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,37837,172.30.3.167,203.208.43.97
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,37837,172.30.3.167,203.208.43.97
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,116,0,16384,64,6,37773,172.30.3.167,203.208.43.97
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,52,0,16384,107,6,26829,203.208.43.97,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,1145,0,16384,64,6,36744,172.30.3.167,203.208.43.97
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,632,0,16384,107,6,26249,203.208.43.97,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,37837,172.30.3.167,203.208.43.97
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,52,0,16384,107,6,26829,203.208.43.97,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,83,0,16384,64,6,37806,172.30.3.167,203.208.43.97
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,83,0,16384,107,6,26798,203.208.43.97,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,37837,172.30.3.167,203.208.43.97
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,379,0,16384,107,6,26502,203.208.43.97,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,107,6,25561,203.208.43.97,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,193,0,16384,107,6,26688,203.208.43.97,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,37837,172.30.3.167,203.208.43.97
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,37837,172.30.3.167,203.208.43.97
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,83,0,16384,64,6,37806,172.30.3.167,203.208.43.97
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,107,6,25561,203.208.43.97,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,193,1,16384,107,6,26687,203.208.43.97,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,107,6,25561,203.208.43.97,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,107,6,25560,203.208.43.97,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,107,6,25561,203.208.43.97,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,107,6,25560,203.208.43.97,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,52,0,16384,107,6,26829,203.208.43.97,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,107,6,25561,203.208.43.97,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,37837,172.30.3.167,203.208.43.97
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,37837,172.30.3.167,203.208.43.97
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,37837,172.30.3.167,203.208.43.97
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,37837,172.30.3.167,203.208.43.97
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,107,6,25560,203.208.43.97,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,107,6,25561,203.208.43.97,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,107,6,25561,203.208.43.97,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,107,6,25561,203.208.43.97,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,37837,172.30.3.167,203.208.43.97
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,37837,172.30.3.167,203.208.43.97
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,37837,172.30.3.167,203.208.43.97
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,641,0,16384,107,6,26240,203.208.43.97,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,37837,172.30.3.167,203.208.43.97
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,64,0,16384,107,6,26817,203.208.43.97,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,91,0,16384,64,6,37798,172.30.3.167,203.208.43.97
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,52,0,16384,107,6,26829,203.208.43.97,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,71,5188,0,255,17,19325,172.30.3.167,172.30.0.1
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,245,13284,16384,64,17,43567,172.30.0.1,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,59492,172.30.3.167,17.57.145.85
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,60,0,16384,38,6,617,17.57.145.85,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,59504,172.30.3.167,17.57.145.85
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,2,569,0,16384,64,6,58985,172.30.3.167,17.57.145.85
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,52,0,16384,38,6,625,17.57.145.85,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,576,0,16384,38,6,101,17.57.145.85,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,576,1,16384,38,6,100,17.57.145.85,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,576,0,16384,38,6,101,17.57.145.85,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,576,1,16384,38,6,100,17.57.145.85,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,576,2,16384,38,6,99,17.57.145.85,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,576,3,16384,38,6,98,17.57.145.85,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,479,0,16384,38,6,198,17.57.145.85,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,59504,172.30.3.167,17.57.145.85
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,59504,172.30.3.167,17.57.145.85
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,59504,172.30.3.167,17.57.145.85
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,59504,172.30.3.167,17.57.145.85
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,2,132,0,16384,64,6,59422,172.30.3.167,17.57.145.85
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,2,952,0,16384,64,6,58602,172.30.3.167,17.57.145.85
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,15788,172.30.3.167,172.217.160.109
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,339,0,16384,38,6,338,17.57.145.85,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,339,0,16384,38,6,338,17.57.145.85,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,59504,172.30.3.167,17.57.145.85
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,59504,172.30.3.167,17.57.145.85
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,110,0,16384,38,6,567,17.57.145.85,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,59504,172.30.3.167,17.57.145.85
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,2,121,0,16384,64,6,59433,172.30.3.167,17.57.145.85
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,2,84,0,16384,64,6,59470,172.30.3.167,17.57.145.85
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,2,119,0,16384,64,6,59435,172.30.3.167,17.57.145.85
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,32,18785,0,64,17,54663,172.30.3.167,172.30.0.1
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,52,0,16384,38,6,625,17.57.145.85,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,110,0,16384,38,6,567,17.57.145.85,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,192,60,28778,0,64,1,44466,172.30.0.1,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,59492,172.30.3.167,17.57.145.85
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,32,9396,0,64,17,64052,172.30.3.167,172.30.0.1
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,76,0,16384,38,6,601,17.57.145.85,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,192,60,29273,0,64,1,43971,172.30.0.1,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,59504,172.30.3.167,17.57.145.85
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,2,144,0,16384,64,6,59410,172.30.3.167,17.57.145.85
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,2,119,0,16384,64,6,59435,172.30.3.167,17.57.145.85
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,52,0,16384,38,6,625,17.57.145.85,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,110,0,16384,38,6,567,17.57.145.85,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,59504,172.30.3.167,17.57.145.85
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,2,100,0,16384,64,6,59454,172.30.3.167,17.57.145.85
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,2,119,0,16384,64,6,59435,172.30.3.167,17.57.145.85
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,52,0,16384,38,6,625,17.57.145.85,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,110,0,16384,38,6,567,17.57.145.85,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,59504,172.30.3.167,17.57.145.85
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,2,1340,0,16384,64,6,58214,172.30.3.167,17.57.145.85
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,2,1340,0,16384,64,6,58214,172.30.3.167,17.57.145.85
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,2,1340,0,16384,64,6,58214,172.30.3.167,17.57.145.85
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,2,330,0,16384,64,6,59224,172.30.3.167,17.57.145.85
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,52,0,16384,38,6,625,17.57.145.85,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,52,0,16384,38,6,625,17.57.145.85,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,110,0,16384,38,6,567,17.57.145.85,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,59504,172.30.3.167,17.57.145.85
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,110,0,16384,38,6,567,17.57.145.85,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,59504,172.30.3.167,17.57.145.85
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,66,31578,0,64,17,41836,172.30.3.167,172.30.0.1
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,62,35151,0,64,17,38267,172.30.3.167,172.30.0.1
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,49807,172.30.3.167,172.217.27.138
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,78,13383,16384,64,17,43635,172.30.0.1,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,124,13382,16384,64,17,43590,172.30.0.1,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,1378,29957,0,64,17,21198,172.30.3.167,203.208.50.34
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,1378,5192,0,64,17,45963,172.30.3.167,203.208.50.34
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1378,0,16384,24,17,45011,203.208.50.34,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,86,0,16384,24,17,46303,203.208.50.34,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,145,0,16384,24,17,46244,203.208.50.34,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,1378,588,0,64,17,50567,172.30.3.167,203.208.50.34
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,69,26405,0,64,17,26059,172.30.3.167,203.208.50.34
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1378,0,16384,24,17,45011,203.208.50.34,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,1378,3521,0,64,17,47634,172.30.3.167,203.208.50.34
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,36096,172.30.3.167,203.208.50.34
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,36096,172.30.3.167,203.208.50.34
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,2,113,0,16384,64,6,21759,172.30.3.167,107.23.202.169
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,60,0,16384,107,6,25092,203.208.50.34,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,36108,172.30.3.167,203.208.50.34
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,72,17556,0,255,17,6956,172.30.3.167,172.30.0.1
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1378,0,16384,24,17,45011,203.208.50.34,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1378,0,16384,24,17,45011,203.208.50.34,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,69,37330,0,64,17,15134,172.30.3.167,203.208.50.34
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,70,47301,0,64,17,5162,172.30.3.167,203.208.50.34
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,101,54838,0,64,17,63129,172.30.3.167,203.208.50.34
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,95,18824,0,64,17,33614,172.30.3.167,203.208.50.34
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,577,63299,0,64,17,54192,172.30.3.167,203.208.50.34
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,354,0,16384,24,17,46035,203.208.50.34,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,1378,62607,0,64,17,54083,172.30.3.167,203.208.50.34
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,103,30230,0,64,17,22200,172.30.3.167,203.208.50.34
